"","qry_gene_id","isMinorIntron","isMinorIR","isMinorAS","isIrFinder","GeneID","NExons","P.Value","FDR"
"NM_001365781.2","TPM1_1",FALSE,FALSE,FALSE,FALSE,"TPM1_1",6,6.32020201796394e-06,0.00101422559321152
"NM_013995.2","LAMP2_1",FALSE,FALSE,FALSE,FALSE,"LAMP2_1",2,6.35000862355415e-06,0.00101422559321152
"tx.96833","CLIP4_1",FALSE,FALSE,FALSE,FALSE,"CLIP4_1",9,6.35116864705622e-06,0.00101422559321152
"tx.5394","FAM81A_1",FALSE,FALSE,FALSE,FALSE,"FAM81A_1",5,6.6916799258099e-06,0.00105311525093289
"tx.4892","WDFY2_1",TRUE,FALSE,FALSE,FALSE,"WDFY2_1",6,6.86713327915944e-06,0.00106528857540561
"NM_018098.6","ECT2_1",FALSE,FALSE,FALSE,FALSE,"ECT2_1",4,7.1932045283953e-06,0.00110015504188514
"tx.29792","MAU2_1",TRUE,FALSE,FALSE,FALSE,"MAU2_1",5,7.73914988425533e-06,0.00116721428601568
"tx.170331","PTPRF_1",FALSE,FALSE,FALSE,FALSE,"PTPRF_1",3,8.17596259226595e-06,0.00121620243547145
"tx.14568","TMEM161B_1",TRUE,FALSE,FALSE,FALSE,"TMEM161B_1",4,8.96877549139694e-06,0.0013161072035281
"tx.4835","XPO4_1",TRUE,FALSE,FALSE,FALSE,"XPO4_1",4,9.51979893890192e-06,0.00137833995570048
"NM_005174.4","ATP5F1C_1",FALSE,FALSE,FALSE,FALSE,"ATP5F1C_1",3,9.8069022167167e-06,0.00140122567330693
"tx.188162","FAM168B_1",FALSE,FALSE,FALSE,FALSE,"FAM168B_1",8,1.05707440617105e-05,0.00149074947748201
"NM_003094.4","SNRPE_1",TRUE,FALSE,FALSE,FALSE,"SNRPE_1",2,1.29569501943095e-05,0.0018038400276924
"tx.42214","TRIM38_1",FALSE,FALSE,FALSE,FALSE,"TRIM38_1",6,1.57040813901153e-05,0.00215861544069952
"NM_017736.5","THUMPD1_1",FALSE,FALSE,FALSE,FALSE,"THUMPD1_1",2,1.65595533056312e-05,0.00224775236682312
"NM_001497.4","B4GALT1_1",FALSE,FALSE,FALSE,FALSE,"B4GALT1_1",3,1.70099041235406e-05,0.0022741514253195
"tx.288089","GPHN_1",FALSE,FALSE,FALSE,FALSE,"GPHN_1",6,1.72246005475893e-05,0.0022741514253195
"NR_147092.2","TMEM107_1",TRUE,FALSE,FALSE,FALSE,"TMEM107_1",2,1.74716099380667e-05,0.0022741514253195
"tx.98444","gene.62586",FALSE,FALSE,FALSE,FALSE,"gene.62586",2,1.75917413874978e-05,0.0022741514253195
"tx.72323","SPG7_1",FALSE,FALSE,FALSE,FALSE,"SPG7_1",4,1.8437262863686e-05,0.00232210596218498
"tx.167854","EXOSC10_1",FALSE,FALSE,FALSE,FALSE,"EXOSC10_1",2,1.84662072933505e-05,0.00232210596218498
"tx.219920","COMMD10_1",FALSE,FALSE,FALSE,FALSE,"COMMD10_1",4,1.86042194226074e-05,0.00232210596218498
"tx.173098","DR1_1",FALSE,FALSE,FALSE,FALSE,"DR1_1",6,2.01987513880959e-05,0.00249248001503788
"tx.6588","HSBP1L1_1",TRUE,FALSE,FALSE,FALSE,"HSBP1L1_1",2,2.04374032211667e-05,0.0024935928267264
"tx.175933","MPZL1_1",FALSE,FALSE,FALSE,FALSE,"MPZL1_1",5,2.10668145274269e-05,0.00254182821059254
"tx.111715","AP4S1_1",FALSE,FALSE,FALSE,FALSE,"AP4S1_1",3,2.33100949937234e-05,0.00278158595095431
"tx.320563","PTPN1_1",FALSE,FALSE,FALSE,FALSE,"PTPN1_1",4,2.52708085611625e-05,0.00298277945832242
"tx.82760","XPO5_1",FALSE,FALSE,FALSE,FALSE,"XPO5_1",4,2.91528865542097e-05,0.00340399134507703
"tx.293071","AP4E1_1",TRUE,FALSE,FALSE,FALSE,"AP4E1_1",8,3.32392537131869e-05,0.00383984102203719
"tx.51318","IREB2_1",FALSE,FALSE,FALSE,FALSE,"IREB2_1",4,3.39194671252965e-05,0.00387717361593258
"tx.265314","DOCK1_1",TRUE,FALSE,FALSE,FALSE,"DOCK1_1",7,3.55783969837008e-05,0.00401257954724262
"tx.215017","gene.353",FALSE,FALSE,FALSE,FALSE,"gene.353",8,3.58430993721829e-05,0.00401257954724262
"NM_016824.5","ADD3_1",FALSE,FALSE,FALSE,FALSE,"ADD3_1",2,4.14906525666785e-05,0.00459741832879145
"NM_003390.4","WEE1_1",FALSE,FALSE,FALSE,FALSE,"WEE1_1",2,4.20375215338396e-05,0.00461096410440368
"tx.261945","EIF4EBP2_1",FALSE,FALSE,FALSE,FALSE,"EIF4EBP2_1",2,4.31250221268826e-05,0.00468294615275818
"tx.70717","CCNK_1",TRUE,FALSE,FALSE,FALSE,"CCNK_1",5,4.99611531315822e-05,0.00532364237678365
"tx.317594","SMOX_1",FALSE,FALSE,FALSE,FALSE,"SMOX_1",6,5.00056655706725e-05,0.00532364237678365
"tx.306356","METTL2A_1",FALSE,FALSE,FALSE,FALSE,"METTL2A_1",2,5.17054736503102e-05,0.00545116250843416
"tx.268714","ATL3_1",FALSE,FALSE,FALSE,FALSE,"ATL3_1",3,5.76821182376746e-05,0.00602278963406643
"tx.226606","ZFAND3_1",FALSE,FALSE,FALSE,FALSE,"ZFAND3_1",8,6.34219206726727e-05,0.0065590346341386
"tx.7","UBE2J2_1",FALSE,FALSE,FALSE,FALSE,"UBE2J2_1",2,7.25208857942521e-05,0.00742928583811117
"tx.295681","AP3S2_1",FALSE,FALSE,FALSE,FALSE,"AP3S2_1",6,7.36638536152078e-05,0.00747584847109852
"tx.201359","RAB7A_1",FALSE,FALSE,FALSE,FALSE,"RAB7A_1",3,7.63280784311529e-05,0.00767450558966564
"tx.257781","COL5A1_1",FALSE,FALSE,FALSE,FALSE,"COL5A1_1",3,7.71126301665618e-05,0.00768225734842839
"tx.39655","LRRC58_1",FALSE,FALSE,FALSE,FALSE,"LRRC58_1",3,7.8596601410836e-05,0.00775891358836608
"tx.159870","C14orf93_1",TRUE,FALSE,FALSE,FALSE,"C14orf93_1",2,8.71259005083138e-05,0.0085234248073854
"tx.145740","OGG1_1",FALSE,FALSE,FALSE,FALSE,"OGG1_1",2,8.8790640785441e-05,0.00860872828829557
"tx.268692","RTN3_1",FALSE,FALSE,FALSE,FALSE,"RTN3_1",5,9.00201899382231e-05,0.00865070126140854
"tx.87611","PHLDA1_1",FALSE,FALSE,FALSE,FALSE,"PHLDA1_1",2,9.5270765757591e-05,0.00899118611925343
"NM_139207.5","NAP1L1_1",FALSE,FALSE,FALSE,FALSE,"NAP1L1_1",5,9.55140123458745e-05,0.00899118611925343
"tx.229969","NT5DC1_1",FALSE,FALSE,FALSE,FALSE,"NT5DC1_1",2,9.60472962366146e-05,0.00899118611925343
"tx.180149","SLC35F3_1",FALSE,FALSE,FALSE,FALSE,"SLC35F3_1",4,9.84232033576956e-05,0.0091348509851386
"tx.81347","PKD2_1",FALSE,FALSE,FALSE,FALSE,"PKD2_1",10,0.000111361858489792,0.0101843877357017
"NR_152581.1","SNHG1_1",FALSE,FALSE,FALSE,FALSE,"SNHG1_1",2,0.000111607159089097,0.0101843877357017
"tx.77399","ATRN_1",FALSE,FALSE,FALSE,FALSE,"ATRN_1",6,0.000114618478419459,0.0103720171429742
"tx.262959","MINPP1_1",FALSE,FALSE,FALSE,FALSE,"MINPP1_1",4,0.000117610767632833,0.0105548374026854
"tx.82283","ADAM19_1",FALSE,FALSE,FALSE,FALSE,"ADAM19_1",4,0.000124045891986906,0.0110411011564411
"NM_152834.4","TMEM18_1",FALSE,FALSE,FALSE,FALSE,"TMEM18_1",2,0.000133107509839559,0.0117513369865673
"NM_014294.6","TRAM1_1",FALSE,FALSE,FALSE,FALSE,"TRAM1_1",2,0.000157053571791119,0.0137535865812884
"tx.193759","DIS3L2_1",FALSE,FALSE,FALSE,FALSE,"DIS3L2_1",8,0.000165861733483176,0.0144087405111504
"NM_001363665.3","PAPOLA_1",FALSE,FALSE,FALSE,FALSE,"PAPOLA_1",4,0.000173435559405854,0.0149471169808585
"tx.330237","MAGT1_1",FALSE,FALSE,FALSE,FALSE,"MAGT1_1",4,0.000178820321724582,0.0152898415244664
"tx.257185","GARNL3_1",FALSE,FALSE,FALSE,FALSE,"GARNL3_1",5,0.000181889518978913,0.0154307678640001
"tx.5099","AP5M1_1",FALSE,FALSE,FALSE,FALSE,"AP5M1_1",4,0.000185435514309334,0.0156096453479462
"NM_001363737.2","RPL7_1",FALSE,FALSE,FALSE,FALSE,"RPL7_1",2,0.000196568036495379,0.016419479294641
"tx.4492","LMBR1L_1",TRUE,FALSE,FALSE,FALSE,"LMBR1L_1",2,0.000212829781206784,0.0174420363916769
"tx.55280","LOC107985301_1",FALSE,FALSE,FALSE,FALSE,"LOC107985301_1",14,0.000212901993999413,0.0174420363916769
"NR_135167.2","HNRNPA1_1",FALSE,FALSE,FALSE,FALSE,"HNRNPA1_1",3,0.000213628404097341,0.0174420363916769
"tx.243600","XPO7_1",TRUE,FALSE,FALSE,FALSE,"XPO7_1",2,0.000221242336246935,0.0179035917694738
"tx.243642","PPP3CC_1",FALSE,FALSE,FALSE,FALSE,"PPP3CC_1",3,0.000222578956522604,0.0179035917694738
"tx.249509","CASC19_1",FALSE,FALSE,FALSE,FALSE,"CASC19_1",3,0.000232122422566041,0.018533951372387
"tx.194052","MLPH_1",FALSE,FALSE,FALSE,FALSE,"MLPH_1",7,0.000234629875384205,0.0185974147211465
"tx.95157","B4GALT5_1",FALSE,FALSE,FALSE,FALSE,"B4GALT5_1",13,0.00025262177897602,0.0198037777491071
"tx.220072","TNFAIP8_1",FALSE,FALSE,FALSE,FALSE,"TNFAIP8_1",3,0.000253497109045574,0.0198037777491071
"tx.258662","NUDT5_1",FALSE,FALSE,FALSE,FALSE,"NUDT5_1",3,0.000259257519112385,0.0201091242860099
"tx.7152","SNAP25_1",FALSE,FALSE,FALSE,FALSE,"SNAP25_1",4,0.000268344676109952,0.0206663463679288
"tx.169744","KIAA0319L_1",FALSE,FALSE,FALSE,FALSE,"KIAA0319L_1",2,0.000272989113938759,0.0208759773821196
"tx.4005","SNORA3A_1",FALSE,FALSE,FALSE,FALSE,"SNORA3A_1",2,0.000281570835084875,0.0212611963113568
"tx.5102","ACTR10_1",TRUE,FALSE,FALSE,TRUE,"ACTR10_1",3,0.00028194237672303,0.0212611963113568
"NM_001146152.2","CYP51A1_1",FALSE,FALSE,FALSE,FALSE,"CYP51A1_1",2,0.000330749891778226,0.0247697453435845
"NR_024525.3","CIAO2B_1",TRUE,FALSE,FALSE,FALSE,"CIAO2B_1",2,0.00033948040204156,0.0252494362038993
"tx.1366","GSK3B_1",FALSE,FALSE,FALSE,FALSE,"GSK3B_1",3,0.000361302650596862,0.0266896971621179
"tx.269543","PPME1_1",TRUE,FALSE,FALSE,FALSE,"PPME1_1",2,0.000380261272098894,0.0279003861737966
"tx.6001","MYH10_1",TRUE,FALSE,FALSE,FALSE,"MYH10_1",5,0.000384196643673551,0.0279999419708127
"tx.52763","ZZEF1_1",FALSE,FALSE,FALSE,FALSE,"ZZEF1_1",5,0.000395376880911719,0.0286226503321357
"tx.91435","MIR6516_1",FALSE,FALSE,FALSE,FALSE,"MIR6516_1",5,0.000398364048283887,0.0286479152338724
"NM_007283.7","MGLL_1",FALSE,FALSE,FALSE,FALSE,"MGLL_1",2,0.000413420274796227,0.0295350708158699
"NM_017779.6","DEPDC1_1",FALSE,FALSE,FALSE,FALSE,"DEPDC1_1",2,0.000445042203846836,0.0315863613828287
"tx.72142","SNORD13H_1",FALSE,FALSE,FALSE,FALSE,"SNORD13H_1",4,0.000460736929783161,0.0324879371462035
"tx.58746","HYOU1_2",FALSE,FALSE,FALSE,FALSE,"HYOU1_2",3,0.000501726562481924,0.0351499918838143
"NM_033251.2","RPL13_1",FALSE,FALSE,FALSE,FALSE,"RPL13_1",2,0.000519092841977063,0.0361335203271085
"tx.5448","PAQR5_1",FALSE,FALSE,FALSE,FALSE,"PAQR5_1",9,0.000540139834573696,0.0371983874916202
"tx.2414","ZNF451_1",FALSE,FALSE,FALSE,FALSE,"ZNF451_1",3,0.000541241847654111,0.0371983874916202
"tx.2013","DCP2_1",TRUE,FALSE,FALSE,FALSE,"DCP2_1",2,0.000555239210737082,0.0379203936439872
"XR_007080301.1","LOC124902144_1",FALSE,FALSE,FALSE,FALSE,"LOC124902144_1",2,0.000572933058224424,0.0387840915518695
"tx.75495","MAPK1_1",TRUE,FALSE,FALSE,FALSE,"MAPK1_1",4,0.00057502889214946,0.0387840915518695
"NM_003383.5","VLDLR_1",FALSE,FALSE,FALSE,FALSE,"VLDLR_1",2,0.000611065450981545,0.0409602452605469
"tx.179062","RRP15_1",FALSE,FALSE,FALSE,FALSE,"RRP15_1",2,0.000619725749713322,0.0412859013259936
"tx.94352","RNF123_1",TRUE,FALSE,FALSE,FALSE,"RNF123_1",2,0.000638877636560998,0.042159214326864
"tx.5446","GLCE_1",FALSE,FALSE,FALSE,FALSE,"GLCE_1",5,0.000645024463211034,0.042159214326864
"tx.7430","DUXAP8_1",FALSE,FALSE,FALSE,FALSE,"DUXAP8_1",3,0.00064734746784215,0.042159214326864
"tx.173984","MAGI3_1",FALSE,FALSE,FALSE,FALSE,"MAGI3_1",8,0.00064983452586867,0.042159214326864
"tx.4091","ARFGAP2_1",FALSE,FALSE,FALSE,FALSE,"ARFGAP2_1",4,0.000654964615910059,0.042159214326864
"tx.307584","SEC14L1_1",FALSE,FALSE,FALSE,FALSE,"SEC14L1_1",5,0.000656129221957824,0.042159214326864
"XR_007089177.1","LOC105372424_1",FALSE,FALSE,FALSE,FALSE,"LOC105372424_1",2,0.000675988787499704,0.0431797779027017
"tx.311900","CNN2_1",TRUE,FALSE,FALSE,FALSE,"CNN2_1",5,0.000684905243839663,0.0434934856307304
"tx.223766","MAML1_2",FALSE,FALSE,FALSE,FALSE,"MAML1_2",6,0.000690263713527012,0.0435789166580804
"tx.257428","GPR107_1",FALSE,FALSE,FALSE,FALSE,"GPR107_1",5,0.000708803161083766,0.0444907140243273
"tx.58959","MIR193BHG_1",FALSE,FALSE,FALSE,FALSE,"MIR193BHG_1",4,0.000764460451915241,0.0477084830307334
"tx.181638","SLC66A3_1",FALSE,FALSE,FALSE,FALSE,"SLC66A3_1",2,0.000779183857381182,0.0481954136458516
"NR_033397.5","PRMT1_1",FALSE,FALSE,FALSE,FALSE,"PRMT1_1",4,0.000781567664240791,0.0481954136458516
"tx.6533","MIR924HG_1",FALSE,FALSE,FALSE,FALSE,"MIR924HG_1",2,0.000785577697330853,0.0481954136458516
"NM_005903.7","SMAD5_1",FALSE,FALSE,FALSE,FALSE,"SMAD5_1",3,0.000797314912506993,0.0485552492047475
"NM_001743.6","CALM2_1",FALSE,FALSE,FALSE,FALSE,"CALM2_1",3,0.000800385818919771,0.0485552492047475
"NM_018096.5","NLE1_1",FALSE,FALSE,FALSE,FALSE,"NLE1_1",2,0.000805485806830602,0.0485931687576306
"tx.69903","MLXIP_2",TRUE,FALSE,FALSE,TRUE,"MLXIP_2",3,0.000811972773776176,0.0487138803891464
"tx.321394","STMN3_1",FALSE,FALSE,FALSE,FALSE,"STMN3_1",2,0.000828662237882138,0.0492876919542193
"tx.3281","RPS6_1",FALSE,FALSE,FALSE,FALSE,"RPS6_1",2,0.000830614939462394,0.0492876919542193
"tx.27136","PITPNA_1",FALSE,FALSE,FALSE,FALSE,"PITPNA_1",2,0.000838183297398943,0.0493714284122796
"NM_001456.4","FLNA_1",FALSE,FALSE,FALSE,FALSE,"FLNA_1",2,0.000841119279516689,0.0493714284122796
"tx.94036","OCRL_1",TRUE,FALSE,FALSE,FALSE,"OCRL_1",5,0.000863254008566535,0.0501907802552306
"tx.613","GALNT2_1",FALSE,FALSE,FALSE,FALSE,"GALNT2_1",3,0.000866615121987311,0.0501907802552306
"NM_014184.4","CNIH4_1",TRUE,FALSE,FALSE,FALSE,"CNIH4_1",3,0.000868944349201893,0.0501907802552306
"tx.267629","TRIM44_1",FALSE,FALSE,FALSE,FALSE,"TRIM44_1",3,0.000879894454784689,0.0502730010189044
"tx.319213","ID1_1",FALSE,FALSE,FALSE,FALSE,"ID1_1",3,0.000883541355988202,0.0502730010189044
"tx.297557","PARN_2",FALSE,FALSE,FALSE,FALSE,"PARN_2",2,0.000884256671388778,0.0502730010189044
"tx.5095","CGRRF1_1",TRUE,FALSE,FALSE,FALSE,"CGRRF1_1",2,0.000892614362532883,0.050483850847628
"tx.294025","MAP2K1_1",FALSE,FALSE,FALSE,FALSE,"MAP2K1_1",4,0.000924583252073095,0.0516478210039956
"tx.267889","TTC17_1",FALSE,FALSE,FALSE,FALSE,"TTC17_1",4,0.000926345045474955,0.0516478210039956
"NM_014944.4","CLSTN1_1",FALSE,FALSE,FALSE,FALSE,"CLSTN1_1",3,0.000927463403239629,0.0516478210039956
"tx.186662","INPP4A_1",FALSE,FALSE,FALSE,FALSE,"INPP4A_1",4,0.00094062144500889,0.0521133075068956
"tx.10777","ST3GAL5_1",FALSE,FALSE,FALSE,FALSE,"ST3GAL5_1",7,0.00094935297715296,0.0523300709589035
"tx.310817","gene.29629",FALSE,FALSE,FALSE,FALSE,"gene.29629",2,0.00102097658916788,0.0557259193148608
"tx.265669","PHRF1_2",FALSE,FALSE,FALSE,FALSE,"PHRF1_2",4,0.00102122275933855,0.0557259193148608
"tx.172554","PRKACB_1",FALSE,FALSE,FALSE,FALSE,"PRKACB_1",4,0.00104923637355118,0.0567102707399269
"tx.6739","NR2C2AP_1",TRUE,FALSE,FALSE,FALSE,"NR2C2AP_1",2,0.00104970664137815,0.0567102707399269
"NM_005010.5","NRCAM_1",FALSE,FALSE,FALSE,FALSE,"NRCAM_1",6,0.00105802521165427,0.0568248544040242
"tx.7375","CRYZL1_1",TRUE,FALSE,FALSE,FALSE,"CRYZL1_1",3,0.00106229353016087,0.0568248544040242
"tx.294415","MYO9A_1",FALSE,FALSE,FALSE,FALSE,"MYO9A_1",2,0.00107807435260482,0.0573863205634107
"NR_157052.1","CCNG1_1",FALSE,FALSE,FALSE,FALSE,"CCNG1_1",5,0.00109946525364324,0.0581079848787604
"tx.215268","LOC124900954_1",FALSE,FALSE,FALSE,FALSE,"LOC124900954_1",2,0.00110237035345789,0.0581079848787604
"tx.304088","C17orf75_1",FALSE,FALSE,FALSE,FALSE,"C17orf75_1",5,0.00110987031480171,0.0581079848787604
"tx.235077","FKBP14_1",FALSE,FALSE,FALSE,FALSE,"FKBP14_1",2,0.0011130362698943,0.0581079848787604
"tx.327699","PHEX_1",FALSE,FALSE,FALSE,FALSE,"PHEX_1",2,0.00112106511969832,0.0582471106928424
"tx.39748","PLXND1_1",FALSE,FALSE,FALSE,FALSE,"PLXND1_1",5,0.00114100730961348,0.0587217134423661
